target_id	length	eff_length	est_counts	tpm
ENSMUST00000134317.2	697	518	0	0
ENSMUST00000197470.5	4370	4191	0	0
ENSMUST00000038695.6	11582	11403	249.538	7.34258
ENSMUST00000196403.2	2430	2251	0	0
ENSMUST00000035430.4	3619	3440	0	0
ENSMUST00000162654.8	4015	3836	0	0
ENSMUST00000161748.8	1102	923	0	0
ENSMUST00000160759.8	2838	2659	0	0
ENSMUST00000160591.8	2126	1947	0	0
ENSMUST00000162398.2	662	483	0	0
ENSMUST00000159922.3	437	258	19	24.7096
ENSMUST00000210530.2	2398	2219	0	0
ENSMUST00000169782.3	5156	4977	0	0
ENSMUST00000033905.13	2285	2106	64	10.1965
ENSMUST00000211174.2	2447	2268	0	0
ENSMUST00000211690.2	2625	2446	0	0
ENSMUST00000211445.2	1767	1588	0	0
ENSMUST00000209915.2	666	487	0	0
ENSMUST00000211389.2	1359	1180	0	0
ENSMUST00000210876.2	467	288	0	0
ENSMUST00000055064.8	1913	1734	0	0
ENSMUST00000169751.2	357	178	0	0
ENSMUST00000029504.9	1236	1057	0	0
ENSMUST00000113465.10	1035	856	0	0
ENSMUST00000164180.8	943	764	0	0
ENSMUST00000024764.12	955	776	0	0
ENSMUST00000165993.2	735	556	0	0
ENSMUST00000165811.2	374	195	0	0
ENSMUST00000169441.2	710	531	0	0
ENSMUST00000165750.2	496	317	0	0
ENSMUST00000028728.6	7768	7589	0	0
ENSMUST00000133408.2	1480	1301	0	0
ENSMUST00000138824.2	1678	1499	0	0
ENSMUST00000154023.2	516	337	0	0
ENSMUST00000129790.2	762	583	0	0
ENSMUST00000135891.2	710	531	0	0
ENSMUST00000153868.2	822	643	0	0
ENSMUST00000040135.9	1286	1107	0	0
ENSMUST00000162346.2	458	279	0	0
ENSMUST00000162527.8	1735	1556	0	0
ENSMUST00000161060.2	750	571	0	0
ENSMUST00000179399.3	1358	1179	0	0
ENSMUST00000160285.2	3176	2997	0	0
ENSMUST00000162572.8	770	591	0	0
ENSMUST00000161104.2	599	420	0	0
ENSMUST00000112645.8	2339	2160	0	0
ENSMUST00000035158.16	2571	2392	0	0
ENSMUST00000190051.2	433	254	0	0
ENSMUST00000168142.8	745	566	0	0
ENSMUST00000170904.2	835	656	0	0
ENSMUST00000164377.2	634	455	17	12.5363
ENSMUST00000112503.3	775	596	0	0
ENSMUST00000165296.8	563	384	0	0
ENSMUST00000126359.2	791	612	0	0
ENSMUST00000042025.12	5253	5074	0	0
ENSMUST00000203131.3	4725	4546	0	0
ENSMUST00000204805.3	2156	1977	0	0
ENSMUST00000205033.2	3160	2981	0	0
ENSMUST00000205089.2	591	412	0	0
ENSMUST00000203563.2	3179	3000	0	0
ENSMUST00000165952.9	7209	7030	61	2.91143
ENSMUST00000217931.2	4186	4007	0	0
ENSMUST00000040043.7	4155	3976	0	0
ENSMUST00000033906.11	1263	1084	0	0
ENSMUST00000190787.2	479	300	0	0
ENSMUST00000190741.2	604	425	0	0
ENSMUST00000191350.2	298	119	0	0
ENSMUST00000197758.5	3063	2884	0	0
ENSMUST00000198732.2	3050	2871	0	0
ENSMUST00000049852.10	813	634	0	0
ENSMUST00000046863.12	1828	1649	0	0
ENSMUST00000132702.8	1899	1720	0	0
ENSMUST00000144748.8	2286	2107	0	0
ENSMUST00000206674.2	531	352	18.7672	17.8891
ENSMUST00000106272.8	1725	1546	0	0
ENSMUST00000125188.8	473	294	0	0
ENSMUST00000155005.3	710	531	0	0
ENSMUST00000206995.2	1000	821	0	0
ENSMUST00000124631.8	782	603	0	0
ENSMUST00000136597.3	809	630	0	0
ENSMUST00000139068.8	364	185	0	0
ENSMUST00000106271.2	1713	1534	0	0
ENSMUST00000138432.2	288	109	0	0
ENSMUST00000232805.2	1142	963	0	0
ENSMUST00000114764.8	3670	3491	0	0
ENSMUST00000233249.2	3341	3162	0	0
ENSMUST00000145224.2	2249	2070	0	0
ENSMUST00000233398.2	1717	1538	0	0
ENSMUST00000233689.2	765	586	0	0
ENSMUST00000233903.2	640	461	0	0
ENSMUST00000233213.2	734	555	0	0
ENSMUST00000039110.12	3250	3071	0	0
ENSMUST00000125036.8	679	500	0	0
ENSMUST00000154791.8	497	318	0	0
ENSMUST00000128238.8	906	727	0	0
ENSMUST00000107417.9	3079	2900	41	4.7437
ENSMUST00000153334.2	2775	2596	0	0
ENSMUST00000094378.10	2617	2438	0	0
ENSMUST00000137793.2	951	772	0	0
ENSMUST00000146306.2	748	569	0	0
ENSMUST00000191485.7	3154	2975	0	0
ENSMUST00000161386.8	3826	3647	0	0
ENSMUST00000161557.8	4301	4122	0	0
ENSMUST00000161254.9	10792	10613	0	0
ENSMUST00000228312.2	10789	10610	0	0
ENSMUST00000160443.8	4126	3947	0	0
ENSMUST00000163026.8	4274	4095	0	0
ENSMUST00000160912.2	4231	4052	0	0
ENSMUST00000162248.2	645	466	0	0
ENSMUST00000093427.11	7840	7661	0	0
ENSMUST00000164088.8	2618	2439	0	0
ENSMUST00000169576.8	2955	2776	0	0
ENSMUST00000105267.8	2800	2621	0	0
ENSMUST00000105265.8	2268	2089	34	5.461
ENSMUST00000169921.8	2120	1941	0	0
ENSMUST00000167706.8	1621	1442	0	0
ENSMUST00000219544.2	611	432	0	0
ENSMUST00000169937.8	891	712	0	0
ENSMUST00000171214.8	623	444	0	0
ENSMUST00000164383.8	823	644	0	0
ENSMUST00000166166.8	442	263	0	0
ENSMUST00000169507.8	810	631	0	0
ENSMUST00000218490.2	777	598	0	0
ENSMUST00000171944.8	341	162	0	0
ENSMUST00000165527.8	1044	865	0	0
ENSMUST00000167644.2	592	413	0	0
ENSMUST00000218744.2	358	179	0	0
ENSMUST00000020374.6	1059	880	0	0
ENSMUST00000168036.8	2693	2514	0	0
ENSMUST00000027312.11	1975	1796	0	0
ENSMUST00000189552.2	2132	1953	0	0
ENSMUST00000187353.2	2447	2268	29	4.29029
ENSMUST00000116273.9	3008	2829	0	0
ENSMUST00000105847.8	3028	2849	0	0
ENSMUST00000046846.14	2051	1872	0	0
ENSMUST00000171424.2	828	649	0	0
ENSMUST00000139690.2	858	679	0	0
ENSMUST00000125111.2	1130	951	0	0
ENSMUST00000147886.2	995	816	0	0
ENSMUST00000155354.8	751	572	0	0
ENSMUST00000170979.2	965	786	0	0
ENSMUST00000034774.9	4969	4790	0	0
ENSMUST00000159012.2	3628	3449	0	0
ENSMUST00000087012.7	1989	1810	0	0
ENSMUST00000233715.2	1410	1231	0	0
ENSMUST00000233575.2	512	333	0	0
ENSMUST00000192949.6	4801	4622	0	0
ENSMUST00000179584.8	4756	4577	0	0
ENSMUST00000028114.13	4712	4533	0	0
ENSMUST00000114846.9	4634	4455	0	0
ENSMUST00000195779.6	4001	3822	30	2.63367
ENSMUST00000150086.7	1736	1557	0	0
ENSMUST00000183869.8	1478	1299	0	0
ENSMUST00000170196.9	2163	1984	0	0
ENSMUST00000191668.6	2216	2037	0	0
ENSMUST00000049849.12	2076	1897	0	0
ENSMUST00000114844.8	2107	1928	0	0
ENSMUST00000100411.4	2008	1829	0	0
ENSMUST00000192844.6	2188	2009	0	0
ENSMUST00000191726.2	447	268	0	0
ENSMUST00000192827.6	775	596	0	0
ENSMUST00000155167.8	646	467	0	0
ENSMUST00000140580.8	666	487	0	0
ENSMUST00000144921.3	614	435	0	0
ENSMUST00000145970.3	369	190	0	0
ENSMUST00000114845.10	1971	1792	0	0
ENSMUST00000171188.9	2058	1879	0	0
ENSMUST00000073350.13	2126	1947	0	0
ENSMUST00000112411.2	1837	1658	0	0
ENSMUST00000141061.2	1594	1415	1	0.237124
ENSMUST00000037315.13	6877	6698	113.332	5.67724
ENSMUST00000135333.3	4426	4247	81.0712	6.40495
ENSMUST00000118174.8	4840	4661	0	0
ENSMUST00000153194.2	2282	2103	0	0
ENSMUST00000133784.8	520	341	0	0
ENSMUST00000124431.8	621	442	0	0
ENSMUST00000139325.8	2044	1865	0	0
ENSMUST00000140147.2	2000	1821	0	0
ENSMUST00000156044.2	480	301	0	0
ENSMUST00000018653.8	1032	853	0	0
ENSMUST00000135497.2	744	565	0	0
ENSMUST00000123542.8	536	357	0	0
ENSMUST00000156349.8	595	416	0	0
ENSMUST00000123181.2	492	313	0	0
ENSMUST00000138772.2	273	94.0001	0	0
ENSMUST00000047034.9	6959	6780	0	0
ENSMUST00000225808.2	8926	8747	0	0
ENSMUST00000223818.2	430	251	0	0
ENSMUST00000035163.10	2284	2105	0	0
ENSMUST00000151073.3	970	791	0	0
ENSMUST00000123530.8	1874	1695	0	0
ENSMUST00000154357.2	724	545	0	0
ENSMUST00000150524.2	2470	2291	0	0
ENSMUST00000142540.2	396	217	14	21.6471
ENSMUST00000171929.8	11130	10951	0	0
ENSMUST00000165798.2	358	179	0	0
ENSMUST00000165962.2	3001	2822	0	0
ENSMUST00000194624.2	3389	3210	0	0
ENSMUST00000165663.2	609	430	0	0
ENSMUST00000194165.2	1027	848	0	0
ENSMUST00000106267.5	4536	4357	86.0265	6.62485
ENSMUST00000156135.3	632	453	0	0
ENSMUST00000019649.4	1499	1320	4467.58	1135.61
ENSMUST00000136938.2	890	711	165.965	78.3212
ENSMUST00000032129.3	1250	1071	0	0
ENSMUST00000188072.2	812	633	0	0
ENSMUST00000185410.2	806	627	0	0
ENSMUST00000185607.2	732	553	0	0
ENSMUST00000186079.2	556	377	0	0
ENSMUST00000046497.8	1190	1011	0	0
ENSMUST00000115259.3	1147	968	22	7.62568
ENSMUST00000196723.2	2178	1999	0	0
ENSMUST00000183312.2	500	321	40	41.8106
ENSMUST00000182485.8	7848	7669	0	0
ENSMUST00000183078.8	3070	2891	0	0
ENSMUST00000182315.8	8451	8272	0	0
ENSMUST00000182530.8	4151	3972	0	0
ENSMUST00000182668.2	4109	3930	0	0
ENSMUST00000183016.8	791	612	0	0
ENSMUST00000182799.2	1673	1494	0	0
ENSMUST00000182451.2	700	521	0	0
ENSMUST00000183163.2	1017	838	282.504	113.113
ENSMUST00000066026.8	7818	7639	0	0
ENSMUST00000199317.2	743	564	363.913	216.496
ENSMUST00000145735.6	881	702	5.08696	2.43138
ENSMUST00000205734.2	337	158	0	0
ENSMUST00000108630.8	1779	1600	0	0
ENSMUST00000123088.8	720	541	4.87328	3.02243
ENSMUST00000205287.2	1375	1196	51.1267	14.3433
ENSMUST00000038521.14	1365	1186	0	0
ENSMUST00000139396.3	1162	983	0	0
ENSMUST00000108629.8	1238	1059	0	0
ENSMUST00000142713.2	709	530	0	0
ENSMUST00000137204.2	480	301	0	0
ENSMUST00000155060.8	931	752	0	0
ENSMUST00000108627.4	1319	1140	0	0
ENSMUST00000147288.3	327	148	0	0
ENSMUST00000196780.5	7651	7472	0	0
ENSMUST00000197493.2	2289	2110	0	0
ENSMUST00000197089.2	357	178	0	0
ENSMUST00000036489.10	5550	5371	0	0
ENSMUST00000103099.8	4789	4610	0	0
ENSMUST00000147239.8	563	384	0	0
ENSMUST00000103098.9	4654	4475	0	0
ENSMUST00000107213.8	4339	4160	73.8312	5.95495
ENSMUST00000123558.8	4392	4213	0.000204001	1.6247e-05
ENSMUST00000107208.8	4344	4165	21.9193	1.76581
ENSMUST00000149170.2	342	163	67.2493	138.43
ENSMUST00000107212.8	4168	3989	0	0
ENSMUST00000127421.8	265	86.0009	0	0
ENSMUST00000136185.2	276	97.0001	0	0
ENSMUST00000146452.2	810	631	0	0
ENSMUST00000127871.2	594	415	0	0
ENSMUST00000149019.2	3330	3151	0	0
ENSMUST00000174013.2	463	284	0	0
ENSMUST00000144517.2	364	185	0	0
ENSMUST00000172744.2	804	625	0	0
ENSMUST00000148805.2	639	460	0	0
ENSMUST00000141170.2	418	239	0	0
ENSMUST00000107218.10	3353	3174	0	0
ENSMUST00000071537.13	3239	3060	0	0
ENSMUST00020183200.1	63	3.78007	0	0
ENSMUST00000160964.8	1029	850	0	0
ENSMUST00000041318.14	3101	2922	0	0
ENSMUST00000166358.8	2963	2784	63.7613	7.68457
ENSMUST00000073139.14	2966	2787	1930.24	232.384
ENSMUST00000080666.8	2738	2559	0	0
ENSMUST00000212160.2	678	499	0	0
ENSMUST00000160915.8	713	534	0	0
ENSMUST00000159851.8	820	641	0	0
ENSMUST00000162578.8	916	737	0	0
ENSMUST00000159632.2	741	562	0	0
ENSMUST00000161314.2	505	326	0	0
ENSMUST00000029346.13	2201	2022	0	0
ENSMUST00000169909.10	1517	1338	125.718	31.5264
ENSMUST00000182532.8	2059	1880	0	0
ENSMUST00000192555.6	1298	1119	0	0
ENSMUST00000182719.8	2156	1977	0	0
ENSMUST00000170788.9	1730	1551	7.28169	1.57526
ENSMUST00000182997.3	1557	1378	0	0
ENSMUST00000182360.2	1989	1810	0	0
ENSMUST00000034775.10	6785	6606	116	5.89184
ENSMUST00000053543.11	2350	2171	0	0
ENSMUST00000146669.2	641	462	0	0
ENSMUST00000032128.6	788	609	0	0
ENSMUST00000117194.8	5541	5362	0	0
ENSMUST00000216284.2	4819	4640	13	0.940063
ENSMUST00000214971.2	553	374	0	0
ENSMUST00000213154.2	6105	5926	0	0
ENSMUST00000152629.2	680	501	0	0
ENSMUST00000132430.2	1880	1701	0	0
ENSMUST00000217554.2	770	591	0	0
ENSMUST00000217022.2	2452	2273	0	0
ENSMUST00000214868.2	360	181	0	0
ENSMUST00000123965.8	1978	1799	0	0
ENSMUST00000147637.8	3076	2897	0	0
ENSMUST00000114296.8	1348	1169	0	0
ENSMUST00000123301.8	2070	1891	0	0
ENSMUST00000153990.8	2534	2355	0	0
ENSMUST00000027185.11	2960	2781	0	0
ENSMUST00000152318.2	505	326	0	0
ENSMUST00000032127.6	856	677	0	0
ENSMUST00000076069.13	816	637	0	0
ENSMUST00000118226.8	892	713	0	0
ENSMUST00000119627.8	828	649	0	0
ENSMUST00000120506.8	804	625	0	0
ENSMUST00000117143.8	749	570	0	0
ENSMUST00000155042.8	1419	1240	0	0
ENSMUST00000153382.2	828	649	0	0
ENSMUST00000140352.8	456	277	0	0
ENSMUST00000131708.2	372	193	0	0
ENSMUST00000134039.2	385	206	0	0
ENSMUST00000136352.2	321	142	13	30.7175
ENSMUST00000032125.7	4490	4311	0	0
ENSMUST00000151738.4	5281	5102	0	0
ENSMUST00000137068.6	3098	2919	11	1.26442
ENSMUST00000115224.8	3524	3345	0	0
ENSMUST00000130969.4	3781	3602	0	0
ENSMUST00000046028.12	5370	5191	0	0
ENSMUST00000152310.8	897	718	0	0
ENSMUST00000033075.14	1456	1277	0	0
ENSMUST00000121705.8	1316	1137	114.302	33.7305
ENSMUST00000138399.8	749	570	7.69841	4.53167
ENSMUST00000156537.8	778	599	0	0
ENSMUST00000138294.2	501	322	0	0
ENSMUST00000142849.8	659	480	0	0
ENSMUST00000123180.2	742	563	0	0
ENSMUST00000125861.2	546	367	0	0
ENSMUST00000030313.9	2107	1928	15	2.61045
ENSMUST00000153294.2	2075	1896	0	0
ENSMUST00000136573.8	584	405	0	0
ENSMUST00000060061.11	3198	3019	0	0
ENSMUST00000146037.2	456	277	0	0
ENSMUST00000133680.2	382	203	0	0
ENSMUST00000107413.2	2911	2732	9	1.10533
ENSMUST00000125830.2	688	509	0	0
ENSMUST00000140214.3	477	298	0	0
ENSMUST00000039450.5	2991	2812	0	0
ENSMUST00000146689.3	698	519	0	0
ENSMUST00000046647.3	683	504	0	0
ENSMUST00000086075.13	2521	2342	0	0
ENSMUST00000111390.8	2367	2188	0	0
ENSMUST00000127148.2	823	644	16	8.33615
ENSMUST00000124582.2	469	290	0	0
ENSMUST00000135736.2	3093	2914	0	0
ENSMUST00000148373.8	2082	1903	0	0
ENSMUST00000123338.8	813	634	0	0
ENSMUST00000133624.2	638	459	0	0
ENSMUST00000137783.3	358	179	0	0
ENSMUST00000156532.2	338	159	0	0
ENSMUST00000197310.2	2459	2280	0	0
ENSMUST00000062824.12	991	812	1	0.413214
ENSMUST00000106434.8	923	744	0	0
ENSMUST00000106433.2	913	734	0	0
ENSMUST00000145836.2	1298	1119	0	0
ENSMUST00000125943.8	922	743	0	0
ENSMUST00000154449.2	300	121	0	0
ENSMUST00000006496.15	751	572	3379.7	1982.5
ENSMUST00000108623.8	1347	1168	65.5541	18.8317
ENSMUST00000128729.2	378	199	0	0
ENSMUST00000139818.2	333	154	54.7443	119.275
ENSMUST00000146303.2	1185	1006	24.0055	8.00654
ENSMUST00000108625.8	914	735	0	0
ENSMUST00000108624.8	478	299	0	0
ENSMUST00000126562.8	896	717	0	0
ENSMUST00000146927.2	813	634	0	0
ENSMUST00000136858.2	525	346	0	0
ENSMUST00000015749.7	2616	2437	0	0
ENSMUST00000233767.2	637	458	0	0
ENSMUST00000233104.2	376	197	0	0
ENSMUST00000233797.2	595	416	0	0
ENSMUST00000034776.13	2142	1963	0	0
ENSMUST00000141821.2	450	271	0	0
ENSMUST00000138276.2	560	381	0	0
ENSMUST00000124984.2	850	671	0	0
ENSMUST00000178843.3	2954	2775	0	0
ENSMUST00000029502.14	2248	2069	0	0
ENSMUST00000153322.2	2531	2352	0	0
ENSMUST00000106723.2	1781	1602	0	0
ENSMUST00000232855.2	2819	2640	0	0
ENSMUST00000044442.10	4235	4056	0	0
ENSMUST00000042196.4	3623	3444	66	6.43002
ENSMUST00000064679.9	4498	4319	28	2.17524
ENSMUST00000064664.10	1672	1493	0	0
ENSMUST00000136247.8	497	318	0	0
ENSMUST00000129905.2	476	297	0	0
ENSMUST00000130848.2	607	428	0	0
ENSMUST00000097742.3	3471	3292	7.00538	0.714008
ENSMUST00000105593.2	902	723	0	0
ENSMUST00000165000.8	1140	961	0	0
ENSMUST00000233974.2	2313	2134	26.6221	4.18581
ENSMUST00000003642.7	2322	2143	0.377904	0.0591685
ENSMUST00000107107.9	2784	2605	0	0
ENSMUST00000136669.2	1514	1335	0	0
ENSMUST00000129748.2	3886	3707	66	5.97383
ENSMUST00000146118.2	693	514	0	0
ENSMUST00000127656.3	641	462	0	0
ENSMUST00000135696.2	645	466	0	0
ENSMUST00000035055.15	6091	5912	0	0
ENSMUST00000169851.8	3446	3267	310	31.8379
ENSMUST00000165876.8	5573	5394	0	0
ENSMUST00000197289.2	940	761	0	0
ENSMUST00000196729.2	442	263	1104.81	1409.49
ENSMUST00000163190.8	4322	4143	0	0
ENSMUST00000164930.8	4925	4746	0	0
ENSMUST00000199498.5	4055	3876	0	0
ENSMUST00000163979.7	3320	3141	0	0
ENSMUST00000198185.2	829	650	0	0
ENSMUST00000199461.5	1176	997	0	0
ENSMUST00000199548.5	1383	1204	0	0
ENSMUST00000198511.5	825	646	0	0
ENSMUST00000199161.5	693	514	0	0
ENSMUST00000196763.2	740	561	0	0
ENSMUST00000200480.2	758	579	0	0
ENSMUST00000199985.2	754	575	3	1.75059
ENSMUST00000054415.12	5768	5589	0	0
ENSMUST00000106263.8	3132	2953	0	0
ENSMUST00000106261.8	2410	2231	0	0
ENSMUST00000106262.2	3169	2990	0	0
ENSMUST00000144721.2	626	447	0	0
ENSMUST00000150961.2	328	149	0	0
ENSMUST00000034096.6	1707	1528	0	0
ENSMUST00000154052.3	520	341	0	0
ENSMUST00000126888.2	763	584	0	0
ENSMUST00000141900.8	378	199	0	0
ENSMUST00000148727.3	386	207	0	0
ENSMUST00000154593.2	774	595	0	0
ENSMUST00000061772.11	4343	4164	33	2.6591
ENSMUST00000197769.2	5967	5788	0	0
ENSMUST00000038942.10	4479	4300	0	0
ENSMUST00000141340.2	450	271	0	0
ENSMUST00000130858.8	847	668	0	0
ENSMUST00000146630.8	678	499	0	0
ENSMUST00000145753.2	699	520	0	0
ENSMUST00000205364.2	2296	2117	0	0
ENSMUST00000131000.2	2241	2062	0	0
ENSMUST00000050383.8	6310	6131	0	0
ENSMUST00000206340.2	6682	6503	0	0
ENSMUST00000030556.8	3280	3101	0	0
ENSMUST00000151366.2	1104	925	0	0
ENSMUST00000148711.2	618	439	0	0
ENSMUST00000126853.8	796	617	0	0
ENSMUST00000151813.8	831	652	0	0
ENSMUST00000199774.5	790	611	0	0
ENSMUST00000140057.2	541	362	0	0
ENSMUST00000195006.6	444	265	0	0
ENSMUST00000140354.8	2557	2378	0	0
ENSMUST00000088287.10	4322	4143	0	0
ENSMUST00000138024.8	4398	4219	0	0
ENSMUST00000135330.8	2047	1868	0	0
ENSMUST00000151482.8	1087	908	0	0
ENSMUST00000115174.4	4218	4039	0	0
ENSMUST00000150593.8	1966	1787	0	0
ENSMUST00000122822.2	437	258	0	0
ENSMUST00000132066.4	1764	1585	0	0
ENSMUST00000002844.14	1031	852	15	5.90722
ENSMUST00000156464.2	434	255	0	0
ENSMUST00000113429.8	998	819	0	0
ENSMUST00000113430.2	991	812	0	0
ENSMUST00000146183.2	212	35.2474	0	0
ENSMUST00000174548.8	2679	2500	0	0
ENSMUST00000173750.8	2275	2096	0	0
ENSMUST00000172529.8	1898	1719	0	0
ENSMUST00000172884.8	502	323	0	0
ENSMUST00000174477.8	2180	2001	0	0
ENSMUST00000174755.8	2426	2247	0	0
ENSMUST00000174882.8	1850	1671	15	3.01194
ENSMUST00000174396.2	504	325	0	0
ENSMUST00000173818.8	644	465	0	0
ENSMUST00000172841.2	1087	908	0	0
ENSMUST00000173578.2	768	589	0	0
ENSMUST00000174526.2	672	493	0	0
ENSMUST00000038572.15	2142	1963	0	0
ENSMUST00000109950.5	1024	845	1	0.397077
ENSMUST00000004494.16	4115	3936	0	0
ENSMUST00000212095.2	1257	1078	0	0
ENSMUST00000212096.2	664	485	0	0
ENSMUST00000213079.2	819	640	0	0
ENSMUST00000212435.2	633	454	0	0
ENSMUST00000212256.2	1888	1709	0	0
ENSMUST00000212677.2	493	314	0	0
ENSMUST00000184339.2	488	309	0	0
ENSMUST00000030942.13	764	585	1503	862.054
ENSMUST00000185148.8	494	315	0	0
ENSMUST00000137487.9	810	631	0	0
ENSMUST00000130188.2	442	263	0	0
ENSMUST00000143503.2	579	400	0	0
ENSMUST00000004990.14	3562	3383	0	0
ENSMUST00000062694.16	3548	3369	0	0
ENSMUST00000124886.9	866	687	0	0
ENSMUST00000114758.9	1478	1299	0	0
ENSMUST00000233811.2	3490	3311	0	0
ENSMUST00000233250.2	1066	887	0	0
ENSMUST00000114752.3	3148	2969	29	3.27732
ENSMUST00000233095.2	223	44.7603	0	0
ENSMUST00000151613.2	509	330	0	0
ENSMUST00000114754.8	3592	3413	0	0
ENSMUST00000009617.10	3667	3488	41	3.94402
ENSMUST00000238670.2	2664	2485	0	0
ENSMUST00000136312.2	2618	2439	528.142	72.6559
ENSMUST00000156249.2	2581	2402	30.7367	4.29354
ENSMUST00000108707.3	693	514	428.328	279.605
ENSMUST00000198440.5	978	799	0	0
ENSMUST00000029564.12	1194	1015	734.094	242.67
ENSMUST00000107410.8	652	473	4.90634	3.48039
ENSMUST00000184515.2	1156	977	0	0
ENSMUST00000212276.2	5864	5685	0	0
ENSMUST00000050125.9	5876	5697	0	0
ENSMUST00000211733.2	10238	10059	0	0
ENSMUST00000030311.11	2139	1960	0	0
ENSMUST00000107104.3	1713	1534	0	0
ENSMUST00000152289.2	549	370	0	0
ENSMUST00000044691.9	1860	1681	13	2.59482
ENSMUST00000155484.2	781	602	0	0
ENSMUST00000187602.2	378	199	0	0
ENSMUST00000189741.2	955	776	0	0
ENSMUST00000145128.8	3816	3637	0	0
ENSMUST00000113637.9	3671	3492	0	0
ENSMUST00000101197.9	2493	2314	0	0
ENSMUST00000071024.7	2635	2456	0	0
ENSMUST00000203559.2	736	557	0	0
ENSMUST00000099112.4	4013	3834	16.3926	1.43459
ENSMUST00000218290.2	4020	3841	2.5926	0.226476
ENSMUST00000218387.2	933	754	0	0
ENSMUST00000219897.2	3843	3664	0	0
ENSMUST00000219427.2	984	805	70.0148	29.1827
ENSMUST00000000811.8	2884	2705	0	0
ENSMUST00000124584.4	8314	8135	10	0.412452
ENSMUST00000028035.14	4883	4704	0	0
ENSMUST00000111620.10	1910	1731	124.891	24.2084
ENSMUST00000111618.8	1996	1817	0	0
ENSMUST00000192850.6	1914	1735	12.1086	2.34168
ENSMUST00000192150.6	1756	1577	0	0
ENSMUST00000143486.7	1997	1818	0	0
ENSMUST00000194855.6	1504	1325	0	0
ENSMUST00000195571.2	4341	4162	0	0
ENSMUST00000195212.2	589	410	0	0
ENSMUST00000155808.2	802	623	0	0
ENSMUST00000086615.3	1827	1648	0	0
ENSMUST00000169449.8	6322	6143	14.6406	0.799667
ENSMUST00000029499.15	6308	6129	147.012	8.04811
ENSMUST00000168211.2	4174	3995	0	0
ENSMUST00000171029.2	496	317	0	0
ENSMUST00000170429.8	3076	2897	0	0
ENSMUST00000167975.2	489	310	0	0
ENSMUST00000167898.2	3011	2832	0	0
ENSMUST00000169413.2	449	270	0	0
ENSMUST00000166892.2	513	334	0	0
ENSMUST00000166736.2	391	212	0	0
ENSMUST00000169485.6	4760	4581	0	0
ENSMUST00000196371.2	411	232	0	0
ENSMUST00000196444.2	751	572	0	0
ENSMUST00000198746.2	662	483	0	0
ENSMUST00000058099.9	1751	1572	0	0
ENSMUST00000212755.2	1504	1325	20	5.06461
ENSMUST00000119826.7	4647	4468	0	0
ENSMUST00000212459.2	4746	4567	0	0
ENSMUST00000146249.2	3486	3307	0	0
ENSMUST00000004497.11	3669	3490	35	3.36491
ENSMUST00000030944.11	2442	2263	0	0
ENSMUST00000139066.8	4220	4041	0	0
ENSMUST00000129850.8	3411	3232	0	0
ENSMUST00000136370.2	833	654	0	0
ENSMUST00000126346.2	1894	1715	0	0
ENSMUST00000049040.14	6473	6294	12.0006	0.639746
ENSMUST00000198811.2	745	566	0	0
ENSMUST00000052853.8	1387	1208	0	0
ENSMUST00000238601.2	2355	2176	0	0
ENSMUST00000238949.2	7029	6850	0	0
ENSMUST00000097080.4	2131	1952	0	0
ENSMUST00000149784.2	381	202	0	0
ENSMUST00000011152.14	2520	2341	0	0
ENSMUST00000169533.2	855	676	0	0
ENSMUST00000098524.5	2492	2313	0	0
ENSMUST00000170972.2	361	182	0	0
ENSMUST00000169984.2	653	474	0	0
ENSMUST00000002121.5	6488	6309	18.5086	0.98434
ENSMUST00000108314.3	3856	3677	0	0
ENSMUST00000031445.5	3239	3060	138	15.1317
ENSMUST00000144361.2	796	617	0	0
ENSMUST00000131355.2	527	348	0	0
ENSMUST00000199978.2	158	10.7156	0	0
ENSMUST00000196556.2	163	11.741	0	0
ENSMUST00000200286.2	245	66.0374	0	0
ENSMUST00000062831.16	3578	3399	0	0
ENSMUST00000136055.8	311	132	1	2.54189
ENSMUST00000108461.8	2799	2620	0	0
ENSMUST00000108460.8	3485	3306	0	0
ENSMUST00000127363.2	607	428	0	0
ENSMUST00000129249.2	2071	1892	0	0
ENSMUST00000128167.2	684	505	0	0
ENSMUST00000129291.2	485	306	0	0
ENSMUST00000135693.2	994	815	0	0
ENSMUST00000145039.2	286	107	0	0
ENSMUST00000204682.3	4230	4051	0	0
ENSMUST00000050887.9	4075	3896	0	0
ENSMUST00000203636.2	607	428	0	0
ENSMUST00000053419.9	2780	2601	0	0
ENSMUST00000107101.2	2820	2641	0	0
ENSMUST00000034034.10	1793	1614	0	0
ENSMUST00000174427.2	1026	847	0	0
ENSMUST00000032451.9	4132	3953	0	0
ENSMUST00000203105.2	1017	838	0	0
ENSMUST00000030439.15	3029	2850	0	0
ENSMUST00000102690.9	1842	1663	0	0
ENSMUST00000221654.2	1949	1770	116	21.9895
ENSMUST00000094853.9	1675	1496	0	0
ENSMUST00000128122.9	1330	1151	0	0
ENSMUST00000223371.2	728	549	0	0
ENSMUST00000221157.2	720	541	0	0
ENSMUST00000151829.2	761	582	0	0
ENSMUST00000223182.2	534	355	0	0
ENSMUST00000154974.8	1492	1313	0	0
ENSMUST00000133971.3	343	164	0	0
ENSMUST00000150148.2	713	534	0	0
